,mip_table,variable_code,upload_size_GB,number_of_uploads,unique
1242,ImonGre,acabf,0.7166695715859532,41.0,acabf_ImonGre
1243,ImonGre,hfls,0.8445442141965032,40.0,hfls_ImonGre
1244,ImonGre,hfss,0.815982224419713,40.0,hfss_ImonGre
1245,ImonGre,icem,0.1111068557947874,40.0,icem_ImonGre
1246,ImonGre,libmassbffl,0.0,0.0,libmassbffl_ImonGre
1247,ImonGre,libmassbfgr,0.0,0.0,libmassbfgr_ImonGre
1248,ImonGre,licalvf,0.0,0.0,licalvf_ImonGre
1249,ImonGre,lifmassbf,0.0,0.0,lifmassbf_ImonGre
1250,ImonGre,litempbotfl,0.0,0.0,litempbotfl_ImonGre
1251,ImonGre,litempbotgr,0.0,0.0,litempbotgr_ImonGre
1252,ImonGre,litemptop,0.6860361145809293,40.0,litemptop_ImonGre
1253,ImonGre,mrroli,0.8846087194979191,39.0,mrroli_ImonGre
1254,ImonGre,orog,3.636668410152197,6.0,orog_ImonGre
1255,ImonGre,prra,0.2944010915234685,40.0,prra_ImonGre
1256,ImonGre,prsn,4.653501376509666,76.0,prsn_ImonGre
1257,ImonGre,rlds,1.745244573801756,138.0,rlds_ImonGre
1258,ImonGre,rlus,1.710400801151991,138.0,rlus_ImonGre
1259,ImonGre,rsds,4.881865574978292,145.0,rsds_ImonGre
1260,ImonGre,rsus,1.4064268274232745,139.0,rsus_ImonGre
1261,ImonGre,sbl,0.807477381080389,41.0,sbl_ImonGre
1262,ImonGre,snc,0.21863007359206676,36.0,snc_ImonGre
1263,ImonGre,snicefreez,0.29026590287685394,40.0,snicefreez_ImonGre
1264,ImonGre,snicem,0.15911050885915756,40.0,snicem_ImonGre
1265,ImonGre,snm,0.2781212832778692,41.0,snm_ImonGre
1266,ImonGre,tas,0.2774440683424473,17.0,tas_ImonGre
1267,ImonGre,ts,1.7623314205557108,153.0,ts_ImonGre
1268,ImonGre,tsn,0.6993697853758931,41.0,tsn_ImonGre
1269,IyrAnt,acabf,0.0,0.0,acabf_IyrAnt
1270,IyrAnt,hfgeoubed,0.0,0.0,hfgeoubed_IyrAnt
1271,IyrAnt,iareafl,0.0,0.0,iareafl_IyrAnt
1272,IyrAnt,iareagr,0.0,0.0,iareagr_IyrAnt
1273,IyrAnt,libmassbffl,0.0,0.0,libmassbffl_IyrAnt
1274,IyrAnt,libmassbfgr,0.0,0.0,libmassbfgr_IyrAnt
1275,IyrAnt,licalvf,0.0,0.0,licalvf_IyrAnt
1276,IyrAnt,lifmassbf,0.0,0.0,lifmassbf_IyrAnt
1277,IyrAnt,lim,0.0,0.0,lim_IyrAnt
1278,IyrAnt,limnsw,0.0,0.0,limnsw_IyrAnt
1279,IyrAnt,litempbotfl,0.0,0.0,litempbotfl_IyrAnt
1280,IyrAnt,litempbotgr,0.0,0.0,litempbotgr_IyrAnt
1281,IyrAnt,litemptop,0.0,0.0,litemptop_IyrAnt
1282,IyrAnt,lithk,0.0,0.0,lithk_IyrAnt
1283,IyrAnt,modelcellareai,0.0,0.0,modelcellareai_IyrAnt
1284,IyrAnt,orog,0.0,0.0,orog_IyrAnt
1285,IyrAnt,sftflf,0.0,0.0,sftflf_IyrAnt
1286,IyrAnt,sftgif,0.0,0.0,sftgif_IyrAnt
1287,IyrAnt,sftgrf,0.0,0.0,sftgrf_IyrAnt
1288,IyrAnt,snc,0.0,0.0,snc_IyrAnt
1289,IyrAnt,strbasemag,0.0,0.0,strbasemag_IyrAnt
1290,IyrAnt,tendacabf,0.0,0.0,tendacabf_IyrAnt
1291,IyrAnt,tendlibmassbf,0.0,0.0,tendlibmassbf_IyrAnt
1292,IyrAnt,tendlicalvf,0.0,0.0,tendlicalvf_IyrAnt
1293,IyrAnt,topg,0.0,0.0,topg_IyrAnt
1294,IyrAnt,xvelbase,0.0,0.0,xvelbase_IyrAnt
1295,IyrAnt,xvelmean,0.0,0.0,xvelmean_IyrAnt
1296,IyrAnt,xvelsurf,0.0,0.0,xvelsurf_IyrAnt
1297,IyrAnt,yvelbase,0.0,0.0,yvelbase_IyrAnt
1298,IyrAnt,yvelmean,0.0,0.0,yvelmean_IyrAnt
1299,IyrAnt,yvelsurf,0.0,0.0,yvelsurf_IyrAnt
1300,IyrAnt,zvelbase,0.0,0.0,zvelbase_IyrAnt
1301,IyrAnt,zvelsurf,0.0,0.0,zvelsurf_IyrAnt
1302,IyrGre,acabf,0.0,0.0,acabf_IyrGre
1303,IyrGre,hfgeoubed,0.0,0.0,hfgeoubed_IyrGre
1304,IyrGre,iareafl,0.0,0.0,iareafl_IyrGre
1305,IyrGre,iareagr,0.0,0.0,iareagr_IyrGre
1306,IyrGre,libmassbffl,0.0,0.0,libmassbffl_IyrGre
1307,IyrGre,libmassbfgr,0.0,0.0,libmassbfgr_IyrGre
1308,IyrGre,licalvf,0.0,0.0,licalvf_IyrGre
1309,IyrGre,lifmassbf,0.0,0.0,lifmassbf_IyrGre
1310,IyrGre,lim,0.0,0.0,lim_IyrGre
1311,IyrGre,limnsw,0.0,0.0,limnsw_IyrGre
1312,IyrGre,litempbotfl,0.0,0.0,litempbotfl_IyrGre
1313,IyrGre,litempbotgr,0.0,0.0,litempbotgr_IyrGre
1314,IyrGre,litemptop,0.0,0.0,litemptop_IyrGre
1315,IyrGre,lithk,0.0,0.0,lithk_IyrGre
1316,IyrGre,modelcellareai,0.0,0.0,modelcellareai_IyrGre
1317,IyrGre,orog,0.0,0.0,orog_IyrGre
1318,IyrGre,sftflf,0.0,0.0,sftflf_IyrGre
1319,IyrGre,sftgif,0.0,0.0,sftgif_IyrGre
1320,IyrGre,sftgrf,0.0,0.0,sftgrf_IyrGre
1321,IyrGre,snc,0.0,0.0,snc_IyrGre
1322,IyrGre,strbasemag,0.0,0.0,strbasemag_IyrGre
1323,IyrGre,tendacabf,0.0,0.0,tendacabf_IyrGre
1324,IyrGre,tendlibmassbf,0.0,0.0,tendlibmassbf_IyrGre
1325,IyrGre,tendlicalvf,0.0,0.0,tendlicalvf_IyrGre
1326,IyrGre,topg,0.0,0.0,topg_IyrGre
1327,IyrGre,xvelbase,0.0,0.0,xvelbase_IyrGre
1328,IyrGre,xvelmean,0.0,0.0,xvelmean_IyrGre
1329,IyrGre,xvelsurf,0.0,0.0,xvelsurf_IyrGre
1330,IyrGre,yvelbase,0.0,0.0,yvelbase_IyrGre
1331,IyrGre,yvelmean,0.0,0.0,yvelmean_IyrGre
1332,IyrGre,yvelsurf,0.0,0.0,yvelsurf_IyrGre
1333,IyrGre,zvelbase,0.0,0.0,zvelbase_IyrGre
1334,IyrGre,zvelsurf,0.0,0.0,zvelsurf_IyrGre
1335,LImon,acabfis,9.345710263587534,400.0,acabfis_LImon
1336,LImon,agesno,5.2240367736667395,260.0,agesno_LImon
1337,LImon,hfdsn,30.704957856796682,1336.0,hfdsn_LImon
1338,LImon,hflsis,8.493869727477431,355.0,hflsis_LImon
1339,LImon,hfssis,8.196864485740662,347.0,hfssis_LImon
1340,LImon,icemis,0.11454035341739655,41.0,icemis_LImon
1341,LImon,litemptopis,0.679051848128438,38.0,litemptopis_LImon
1342,LImon,lwsnl,18.305892510339618,827.0,lwsnl_LImon
1343,LImon,mrrois,8.129092048853636,338.0,mrrois_LImon
1344,LImon,orogis,1.3820758098736405,50.0,orogis_LImon
1345,LImon,pflw,0.0,0.0,pflw_LImon
1346,LImon,prrais,9.463023510761559,359.0,prrais_LImon
1347,LImon,prsnis,1.563801278360188,51.0,prsnis_LImon
1348,LImon,rldsis,1.9146540211513638,47.0,rldsis_LImon
1349,LImon,rlusis,0.9360435158014297,49.0,rlusis_LImon
1350,LImon,rsdsis,3.402376807294786,52.0,rsdsis_LImon
1351,LImon,rsusis,0.7798163676634431,52.0,rsusis_LImon
1352,LImon,sbl,61.24629204813391,3201.0,sbl_LImon
1353,LImon,sblis,9.439593628048897,357.0,sblis_LImon
1354,LImon,sftflf,0.0,0.0,sftflf_LImon
1355,LImon,sftgif,10.901710004545748,977.0,sftgif_LImon
1356,LImon,sftgrf,0.5228768680244684,59.0,sftgrf_LImon
1357,LImon,snc,77.34879877697676,12717.0,snc_LImon
1358,LImon,sncis,0.22988323029130697,38.0,sncis_LImon
1359,LImon,snd,99.89939620997757,11051.0,snd_LImon
1360,LImon,snicefreezis,0.3006250075995922,41.0,snicefreezis_LImon
1361,LImon,snicemis,0.16491119470447302,41.0,snicemis_LImon
1362,LImon,snm,64.34365329053253,10005.0,snm_LImon
1363,LImon,snmis,0.2781227119266987,41.0,snmis_LImon
1364,LImon,snw,119.56516451574862,31807.0,snw_LImon
1365,LImon,sootsn,3.652320757508278,477.0,sootsn_LImon
1366,LImon,tasis,7.633327540941536,328.0,tasis_LImon
1367,LImon,tpf,1.330877528525889,77.0,tpf_LImon
1368,LImon,tsis,0.8560378579422832,50.0,tsis_LImon
1369,LImon,tsn,32.552628710865974,3428.0,tsn_LImon
1370,LImon,tsnis,0.6993668610230088,41.0,tsnis_LImon
1371,Lmon,baresoilfrac,62.04564811475575,7386.0,baresoilfrac_Lmon
1372,Lmon,burntfractionall,22.00765166990459,2626.0,burntfractionall_Lmon
1373,Lmon,c3pftfrac,38.88476658426225,6855.0,c3pftfrac_Lmon
1374,Lmon,c4pftfrac,28.909863301552832,6871.0,c4pftfrac_Lmon
1375,Lmon,ccwd,6.871565103530884,1206.0,ccwd_Lmon
1376,Lmon,cleaf,39.3523530382663,2277.0,cleaf_Lmon
1377,Lmon,clitter,77.58677454665303,10306.0,clitter_Lmon
1378,Lmon,clitterabove,19.219950709491968,858.0,clitterabove_Lmon
1379,Lmon,clitterbelow,25.395856409333646,990.0,clitterbelow_Lmon
1380,Lmon,cproduct,50.960809119045734,9172.0,cproduct_Lmon
1381,Lmon,croot,38.877363353036344,2263.0,croot_Lmon
1382,Lmon,csoilfast,22.0708996206522,1692.0,csoilfast_Lmon
1383,Lmon,csoilmedium,35.76172736939043,1741.0,csoilmedium_Lmon
1384,Lmon,csoilslow,32.11324508674443,1584.0,csoilslow_Lmon
1385,Lmon,cveg,95.66043507866561,11992.0,cveg_Lmon
1386,Lmon,cropfrac,42.760159137658775,7813.0,cropfrac_Lmon
1387,Lmon,evspsblsoi,105.8591056484729,5628.0,evspsblsoi_Lmon
1388,Lmon,evspsblveg,93.94165790267289,6075.0,evspsblveg_Lmon
1389,Lmon,ffire,23.527442169375718,5898.0,ffire_Lmon
1390,Lmon,fgrazing,13.333498077467084,3816.0,fgrazing_Lmon
1391,Lmon,fharvest,20.776274955831468,4534.0,fharvest_Lmon
1392,Lmon,flittersoil,20.941962745040655,1002.0,flittersoil_Lmon
1393,Lmon,fveglitter,36.24421670194715,2040.0,fveglitter_Lmon
1394,Lmon,fvegsoil,4.473009276203811,231.0,fvegsoil_Lmon
1395,Lmon,gpp,131.91409181337804,17823.0,gpp_Lmon
1396,Lmon,grassfrac,60.00427226629108,7938.0,grassfrac_Lmon
1397,Lmon,lai,138.90520189329982,17787.0,lai_Lmon
1398,Lmon,landcoverfrac,298.8079049754888,7524.0,landcoverfrac_Lmon
1399,Lmon,mrfso,69.21153171826154,6299.0,mrfso_Lmon
1400,Lmon,mrro,188.32114569284022,19307.0,mrro_Lmon
1401,Lmon,mrros,129.24865287635475,13283.0,mrros_Lmon
1402,Lmon,mrso,157.5203808043152,16603.0,mrso_Lmon
1403,Lmon,mrsos,143.0940651865676,14720.0,mrsos_Lmon
1404,Lmon,nbp,99.9577025482431,15017.0,nbp_Lmon
1405,Lmon,npp,98.006486967206,12765.0,npp_Lmon
1406,Lmon,nppleaf,10.222397704608738,976.0,nppleaf_Lmon
1407,Lmon,npproot,10.443445186130702,996.0,npproot_Lmon
1408,Lmon,nppwood,9.747644977644086,945.0,nppwood_Lmon
1409,Lmon,pasturefrac,16.366808500140905,5818.0,pasturefrac_Lmon
1410,Lmon,prveg,45.27461217530072,1786.0,prveg_Lmon
1411,Lmon,rgrowth,19.047571014612913,1008.0,rgrowth_Lmon
1412,Lmon,rmaint,19.667423136532307,987.0,rmaint_Lmon
1413,Lmon,ra,102.26449877396226,13469.0,ra_Lmon
1414,Lmon,residualfrac,25.011924763210118,3354.0,residualfrac_Lmon
1415,Lmon,rh,88.95195668470114,11214.0,rh_Lmon
1416,Lmon,shrubfrac,31.302112409844995,6973.0,shrubfrac_Lmon
1417,Lmon,tran,90.19321839883924,8803.0,tran_Lmon
1418,Lmon,treefrac,56.69672729447484,7924.0,treefrac_Lmon
1419,Lmon,treefracprimdec,2.3996988590806723,106.0,treefracprimdec_Lmon
1420,Lmon,treefracprimever,2.1362784150987864,100.0,treefracprimever_Lmon
1421,Lmon,treefracsecdec,0.0,0.0,treefracsecdec_Lmon
1422,Lmon,treefracsecever,0.0,0.0,treefracsecever_Lmon
1423,Lmon,tsl,1239.7318326495588,13392.0,tsl_Lmon
1424,Oclim,difmxybo,0.0,0.0,difmxybo_Oclim
1425,Oclim,difmxybo2d,0.0,0.0,difmxybo2d_Oclim
1426,Oclim,difmxylo,0.0,0.0,difmxylo_Oclim
1427,Oclim,difmxylo2d,0.0,0.0,difmxylo2d_Oclim
1428,Oclim,diftrbbo,0.0,0.0,diftrbbo_Oclim
1429,Oclim,diftrbbo2d,0.0,0.0,diftrbbo2d_Oclim
1430,Oclim,diftrblo,0.148431614972651,39.0,diftrblo_Oclim
1431,Oclim,diftrblo2d,0.0,0.0,diftrblo2d_Oclim
1432,Oclim,diftrebo,0.0,0.0,diftrebo_Oclim
1433,Oclim,diftrebo2d,0.0,0.0,diftrebo2d_Oclim
1434,Oclim,diftrelo,0.17130196653306484,45.0,diftrelo_Oclim
1435,Oclim,diftrelo2d,0.0,0.0,diftrelo2d_Oclim
1436,Oclim,diftrxybo,0.0,0.0,diftrxybo_Oclim
1437,Oclim,diftrxybo2d,0.0,0.0,diftrxybo2d_Oclim
1438,Oclim,diftrxylo,0.08757748734205961,42.0,diftrxylo_Oclim
1439,Oclim,diftrxylo2d,0.0,0.0,diftrxylo2d_Oclim
1440,Oclim,difvho,34.889470216818154,506.0,difvho_Oclim
1441,Oclim,difvmbo,0.0,0.0,difvmbo_Oclim
1442,Oclim,difvmfdo,0.0,0.0,difvmfdo_Oclim
1443,Oclim,difvmo,36.365967348217964,494.0,difvmo_Oclim
1444,Oclim,difvmto,9.272900168783963,61.0,difvmto_Oclim
1445,Oclim,difvso,30.764783850871027,478.0,difvso_Oclim
1446,Oclim,difvtrbo,0.0,0.0,difvtrbo_Oclim
1447,Oclim,difvtrto,10.642170473001897,70.0,difvtrto_Oclim
1448,Oclim,dispkevfo,0.20442006923258305,54.0,dispkevfo_Oclim
1449,Oclim,dispkexyfo,0.15449563693255186,40.0,dispkexyfo_Oclim
1450,Oclim,dispkexyfo2d,0.0,0.0,dispkexyfo2d_Oclim
1451,Oclim,tnkebto,0.1444277921691537,37.0,tnkebto_Oclim
1452,Oclim,tnkebto2d,0.0,0.0,tnkebto2d_Oclim
1453,Oclim,tnpeo,0.26956701651215553,70.0,tnpeo_Oclim
1454,Oclim,tnpeot,0.0,0.0,tnpeot_Oclim
1455,Oclim,tnpeotb,0.0,0.0,tnpeotb_Oclim
1456,Oclim,zfullo,0.0,0.0,zfullo_Oclim
1457,Oclim,zhalfo,0.0,0.0,zhalfo_Oclim
1458,Oday,chlos,4210.416213923134,3482.0,chlos_Oday
1459,Oday,omldamax,7237.462408002466,4627.0,omldamax_Oday
1460,Oday,phycos,4287.16805127915,4520.0,phycos_Oday
1461,Oday,sos,7273.70622947067,6107.0,sos_Oday
1462,Oday,sossq,3444.004471716471,4193.0,sossq_Oday
1463,Oday,tos,14737.07909945678,12003.0,tos_Oday
1464,Oday,tossq,6158.242934348062,5748.0,tossq_Oday
1465,Odec,agessc,5.43167959805578,26.0,agessc_Odec
1466,Odec,bigthetao,0.0,0.0,bigthetao_Odec
1467,Odec,bigthetaoga,0.0005530798807740211,12.0,bigthetaoga_Odec
1468,Odec,hfbasin,0.002903818152844906,32.0,hfbasin_Odec
1469,Odec,hfds,37.15455794427544,325.0,hfds_Odec
1470,Odec,masscello,0.0,0.0,masscello_Odec
1471,Odec,masso,0.0005522500723600388,12.0,masso_Odec
1472,Odec,msftmrho,0.0,0.0,msftmrho_Odec
1473,Odec,msftmz,0.0,0.0,msftmz_Odec
1474,Odec,msftyrho,0.0,0.0,msftyrho_Odec
1475,Odec,msftyz,0.0,0.0,msftyz_Odec
1476,Odec,sfdsi,0.03948410972952843,11.0,sfdsi_Odec
1477,Odec,sfriver,0.0,0.0,sfriver_Odec
1478,Odec,so,49.723802929744124,261.0,so_Odec
1479,Odec,soga,34.95978573244065,258.0,soga_Odec
1480,Odec,sos,35.503046478144825,264.0,sos_Odec
1481,Odec,sosga,0.0013981284573674202,29.0,sosga_Odec
1482,Odec,tauuo,37.138036696240306,333.0,tauuo_Odec
1483,Odec,tauvo,37.161456655710936,333.0,tauvo_Odec
1484,Odec,thetao,58.60104173142463,335.0,thetao_Odec
1485,Odec,thetaoga,36.415891577489674,323.0,thetaoga_Odec
1486,Odec,thkcello,2.281015290878713,15.0,thkcello_Odec
1487,Odec,tos,37.10424535162747,338.0,tos_Odec
1488,Odec,tosga,0.001764664426445961,37.0,tosga_Odec
1489,Odec,uo,62.65602385438979,336.0,uo_Odec
1490,Odec,vo,62.20594083610922,329.0,vo_Odec
1491,Odec,volcello,0.0,0.0,volcello_Odec
1492,Odec,volo,36.41492877434939,303.0,volo_Odec
1493,Odec,wfo,37.02165661659092,303.0,wfo_Odec
1494,Odec,wo,63.2248628474772,326.0,wo_Odec
1495,Ofx,areacello,12.49561036657542,4735.0,areacello_Ofx
1496,Ofx,basin,6.038267033174634,3375.0,basin_Ofx
1497,Ofx,deptho,11.758860531263053,4407.0,deptho_Ofx
1498,Ofx,hfgeou,4.6724761156365275,2687.0,hfgeou_Ofx
1499,Ofx,masscello,10.11234875023365,3217.0,masscello_Ofx
1500,Ofx,sftof,4.7982220854610205,2821.0,sftof_Ofx
1501,Ofx,thkcello,10.327431316487491,2488.0,thkcello_Ofx
1502,Ofx,ugrido,0.0,0.0,ugrido_Ofx
1503,Ofx,volcello,18.746848348528147,3533.0,volcello_Ofx
1504,Omon,agessc,10212.32915810775,7150.0,agessc_Omon
1505,Omon,arag,535.343743829988,487.0,arag_Omon
1506,Omon,aragos,1.2698962818831205,40.0,aragos_Omon
1507,Omon,bacc,254.1995076853782,146.0,bacc_Omon
1508,Omon,baccos,2.679816672578454,54.0,baccos_Omon
1509,Omon,bfe,6223.891403483227,4966.0,bfe_Omon
1510,Omon,bfeos,64.55374716129154,421.0,bfeos_Omon
1511,Omon,bigthetao,5782.091658360325,1788.0,bigthetao_Omon
1512,Omon,bigthetaoga,0.05870318319648504,233.0,bigthetaoga_Omon
1513,Omon,bsi,6371.457711287774,4979.0,bsi_Omon
1514,Omon,bsios,203.0978731419891,4841.0,bsios_Omon
1515,Omon,calc,6637.7340581910685,5222.0,calc_Omon
1516,Omon,calcos,16.719504081644118,207.0,calcos_Omon
1517,Omon,cfc11,899.0200872197747,536.0,cfc11_Omon
1518,Omon,cfc12,1035.4982276447117,595.0,cfc12_Omon
1519,Omon,chl,13712.502596552484,11510.0,chl_Omon
1520,Omon,chlcalc,43.290312591940165,25.0,chlcalc_Omon
1521,Omon,chlcalcos,1.4651158638298512,14.0,chlcalcos_Omon
1522,Omon,chldiat,2744.6099904039875,692.0,chldiat_Omon
1523,Omon,chldiatos,102.87894166819751,517.0,chldiatos_Omon
1524,Omon,chldiaz,4599.27345871646,4751.0,chldiaz_Omon
1525,Omon,chldiazos,189.19052076525986,4753.0,chldiazos_Omon
1526,Omon,chlmisc,3342.1880079843104,539.0,chlmisc_Omon
1527,Omon,chlmiscos,57.53245935216546,268.0,chlmiscos_Omon
1528,Omon,chlos,357.29925531800836,5480.0,chlos_Omon
1529,Omon,chlpico,489.17272723373026,279.0,chlpico_Omon
1530,Omon,chlpicoos,45.79730634763837,295.0,chlpicoos_Omon
1531,Omon,co3,8043.6324863713235,5606.0,co3_Omon
1532,Omon,co3abio,191.08918270282447,28.0,co3abio_Omon
1533,Omon,co3abioos,4.569528500549495,10.0,co3abioos_Omon
1534,Omon,co3nat,254.15322699490935,63.0,co3nat_Omon
1535,Omon,co3natos,4.3675618674606085,10.0,co3natos_Omon
1536,Omon,co3os,146.80014648474753,3937.0,co3os_Omon
1537,Omon,co3satarag,2207.205257900059,595.0,co3satarag_Omon
1538,Omon,co3sataragos,44.63407236710191,407.0,co3sataragos_Omon
1539,Omon,co3satcalc,6327.3385975807905,5325.0,co3satcalc_Omon
1540,Omon,co3satcalcos,49.25242125801742,428.0,co3satcalcos_Omon
1541,Omon,detoc,8494.887766411528,6862.0,detoc_Omon
1542,Omon,detocos,68.9688546070829,396.0,detocos_Omon
1543,Omon,dfe,9911.328961379826,7778.0,dfe_Omon
1544,Omon,dfeos,237.70029530953616,5094.0,dfeos_Omon
1545,Omon,dissi13c,0.0,0.0,dissi13c_Omon
1546,Omon,dissi13cos,0.0,0.0,dissi13cos_Omon
1547,Omon,dissi14cabio,823.8998158220202,124.0,dissi14cabio_Omon
1548,Omon,dissi14cabioos,24.133455547504127,135.0,dissi14cabioos_Omon
1549,Omon,dissic,12364.714860964566,10209.0,dissic_Omon
1550,Omon,dissicabio,1738.7634202903137,1392.0,dissicabio_Omon
1551,Omon,dissicabioos,67.79248496610671,334.0,dissicabioos_Omon
1552,Omon,dissicnat,2522.3504189178348,1572.0,dissicnat_Omon
1553,Omon,dissicnatos,98.79957434069365,481.0,dissicnatos_Omon
1554,Omon,dissicos,236.63842511549592,5320.0,dissicos_Omon
1555,Omon,dissoc,11754.694472240284,7564.0,dissoc_Omon
1556,Omon,dissocos,189.8418099693954,4886.0,dissocos_Omon
1557,Omon,dmso,1009.8523516850546,169.0,dmso_Omon
1558,Omon,dmsos,24.3670175941661,216.0,dmsos_Omon
1559,Omon,dpco2,283.88917440734804,5389.0,dpco2_Omon
1560,Omon,dpco2abio,23.445033380761743,124.0,dpco2abio_Omon
1561,Omon,dpco2nat,43.21935586258769,242.0,dpco2nat_Omon
1562,Omon,dpo2,196.11433306057006,4683.0,dpo2_Omon
1563,Omon,eparag100,14.091243450529873,73.0,eparag100_Omon
1564,Omon,epc100,404.19161999225616,7541.0,epc100_Omon
1565,Omon,epcalc100,387.6002317555249,7495.0,epcalc100_Omon
1566,Omon,epfe100,96.79161355551332,609.0,epfe100_Omon
1567,Omon,epn100,106.07278372254223,723.0,epn100_Omon
1568,Omon,epp100,55.515070049092174,471.0,epp100_Omon
1569,Omon,epsi100,320.2139330394566,7203.0,epsi100_Omon
1570,Omon,evs,316.6078591775149,1964.0,evs_Omon
1571,Omon,expc,9241.695265647024,6949.0,expc_Omon
1572,Omon,fbddtalk,207.10721645504236,4756.0,fbddtalk_Omon
1573,Omon,fbddtdic,209.87043906841427,4761.0,fbddtdic_Omon
1574,Omon,fbddtdife,209.17105893604457,4761.0,fbddtdife_Omon
1575,Omon,fbddtdin,211.76771235838532,4765.0,fbddtdin_Omon
1576,Omon,fbddtdip,208.50283843185753,4755.0,fbddtdip_Omon
1577,Omon,fbddtdisi,205.15694962721318,4758.0,fbddtdisi_Omon
1578,Omon,fddtalk,159.5377039797604,4710.0,fddtalk_Omon
1579,Omon,fddtdic,158.6298849619925,4708.0,fddtdic_Omon
1580,Omon,fddtdife,173.60895791556686,4703.0,fddtdife_Omon
1581,Omon,fddtdin,181.13749540876597,4701.0,fddtdin_Omon
1582,Omon,fddtdip,177.41719987802207,4691.0,fddtdip_Omon
1583,Omon,fddtdisi,180.26302321068943,4692.0,fddtdisi_Omon
1584,Omon,fg13co2,0.0,0.0,fg13co2_Omon
1585,Omon,fg14co2abio,26.479999207891524,135.0,fg14co2abio_Omon
1586,Omon,fgcfc11,16.11287093348801,112.0,fgcfc11_Omon
1587,Omon,fgcfc12,22.505714180879295,176.0,fgcfc12_Omon
1588,Omon,fgco2,801.2841326417401,10314.0,fgco2_Omon
1589,Omon,fgco2abio,82.55629031267017,333.0,fgco2abio_Omon
1590,Omon,fgco2nat,116.20923047978431,521.0,fgco2nat_Omon
1591,Omon,fgdms,29.88093413040042,335.0,fgdms_Omon
1592,Omon,fgo2,380.85628927499056,5860.0,fgo2_Omon
1593,Omon,fgsf6,21.101277830079198,172.0,fgsf6_Omon
1594,Omon,ficeberg,288.2876384528354,990.0,ficeberg_Omon
1595,Omon,ficeberg2d,0.10967881046235561,1.0,ficeberg2d_Omon
1596,Omon,frfe,166.46800124365836,4660.0,frfe_Omon
1597,Omon,fric,213.98231608606875,4926.0,fric_Omon
1598,Omon,friver,138.1270436262712,4326.0,friver_Omon
1599,Omon,frn,52.224162814207375,4659.0,frn_Omon
1600,Omon,froc,203.2271236302331,4958.0,froc_Omon
1601,Omon,fsfe,201.85556583479047,4804.0,fsfe_Omon
1602,Omon,fsitherm,170.38838777597994,5660.0,fsitherm_Omon
1603,Omon,fsn,197.02253734413534,4694.0,fsn_Omon
1604,Omon,graz,6089.80103009101,4882.0,graz_Omon
1605,Omon,hfbasin,5.699284289963543,9857.0,hfbasin_Omon
1606,Omon,hfbasinpadv,2.2595773926004767,5060.0,hfbasinpadv_Omon
1607,Omon,hfbasinpmadv,3.0227824514731765,5093.0,hfbasinpmadv_Omon
1608,Omon,hfbasinpmdiff,2.255654946900904,4898.0,hfbasinpmdiff_Omon
1609,Omon,hfbasinpsmadv,0.01754068210721016,47.0,hfbasinpsmadv_Omon
1610,Omon,hfcorr,1.7095675207674503,110.0,hfcorr_Omon
1611,Omon,hfds,1206.8824487384409,21277.0,hfds_Omon
1612,Omon,hfevapds,152.81677278876305,642.0,hfevapds_Omon
1613,Omon,hfgeou,15.26774197164923,61.0,hfgeou_Omon
1614,Omon,hfibthermds,251.48857244383544,511.0,hfibthermds_Omon
1615,Omon,hfibthermds2d,0.0,0.0,hfibthermds2d_Omon
1616,Omon,hflso,105.11077899578959,623.0,hflso_Omon
1617,Omon,hfrainds,109.45251523144543,341.0,hfrainds_Omon
1618,Omon,hfrunoffds,246.2208524942398,358.0,hfrunoffds_Omon
1619,Omon,hfrunoffds2d,0.0,0.0,hfrunoffds2d_Omon
1620,Omon,hfsifrazil,23.922620601952076,369.0,hfsifrazil_Omon
1621,Omon,hfsifrazil2d,0.0,0.0,hfsifrazil2d_Omon
1622,Omon,hfsnthermds,40.114124136045575,227.0,hfsnthermds_Omon
1623,Omon,hfsnthermds2d,0.0,0.0,hfsnthermds2d_Omon
1624,Omon,hfsso,107.9086064659059,631.0,hfsso_Omon
1625,Omon,hfx,893.6018446749076,6843.0,hfx_Omon
1626,Omon,hfy,921.679915195331,7496.0,hfy_Omon
1627,Omon,htovgyre,1.5206487914547324,750.0,htovgyre_Omon
1628,Omon,htovovrt,1.3364754570648074,630.0,htovovrt_Omon
1629,Omon,icfriver,39.07372249662876,4637.0,icfriver_Omon
1630,Omon,intdic,259.6588867213577,5162.0,intdic_Omon
1631,Omon,intdoc,206.2638387568295,4948.0,intdoc_Omon
1632,Omon,intparag,1.2566223312169313,40.0,intparag_Omon
1633,Omon,intpbfe,242.09346328582615,5021.0,intpbfe_Omon
1634,Omon,intpbn,183.7530079614371,4756.0,intpbn_Omon
1635,Omon,intpbp,141.0230483552441,4537.0,intpbp_Omon
1636,Omon,intpbsi,197.92595858313143,4728.0,intpbsi_Omon
1637,Omon,intpcalcite,196.6803322462365,4841.0,intpcalcite_Omon
1638,Omon,intpn2,173.60160790290684,5272.0,intpn2_Omon
1639,Omon,intpoc,180.1571208415553,4786.0,intpoc_Omon
1640,Omon,intpp,387.2517034970224,7445.0,intpp_Omon
1641,Omon,intppcalc,1.4651279114186764,14.0,intppcalc_Omon
1642,Omon,intppdiat,113.94846623297781,578.0,intppdiat_Omon
