,mip_table,variable_code,upload_size_GB,number_of_uploads,unique
442,CFmon,rld,4012.550502016209,7098.0,rld_CFmon
443,CFmon,rld4co2,423.01030689664185,406.0,rld4co2_CFmon
444,CFmon,rldcs,3859.803177539259,7087.0,rldcs_CFmon
445,CFmon,rldcs4co2,449.42192133516073,420.0,rldcs4co2_CFmon
446,CFmon,rlu,4336.2645410858095,7175.0,rlu_CFmon
447,CFmon,rlu4co2,483.7996802786365,420.0,rlu4co2_CFmon
448,CFmon,rlucs,4061.7923145825043,7083.0,rlucs_CFmon
449,CFmon,rlucs4co2,470.9612839790061,422.0,rlucs4co2_CFmon
450,CFmon,rlut4co2,6.316846759989858,335.0,rlut4co2_CFmon
451,CFmon,rlutcs4co2,5.649951880797744,326.0,rlutcs4co2_CFmon
452,CFmon,rsd,3382.757363769226,7174.0,rsd_CFmon
453,CFmon,rsd4co2,399.5468579651788,406.0,rsd4co2_CFmon
454,CFmon,rsdcs,2372.259166385047,3290.0,rsdcs_CFmon
455,CFmon,rsdcs4co2,389.85394016839564,415.0,rsdcs4co2_CFmon
456,CFmon,rsu,4432.026312791742,7136.0,rsu_CFmon
457,CFmon,rsu4co2,543.1354694748297,421.0,rsu4co2_CFmon
458,CFmon,rsucs,4132.032751147635,7237.0,rsucs_CFmon
459,CFmon,rsucs4co2,501.8490705387667,421.0,rsucs4co2_CFmon
460,CFmon,rsut4co2,6.507528707385063,326.0,rsut4co2_CFmon
461,CFmon,rsutcs4co2,5.791973240673542,326.0,rsutcs4co2_CFmon
462,CFmon,smc,354.1547255292535,3768.0,smc_CFmon
463,CFmon,ta,6559.368606331758,11649.0,ta_CFmon
464,CFmon,tnhus,3811.8171757841483,2587.0,tnhus_CFmon
465,CFmon,tnhusa,3515.1600860273466,2428.0,tnhusa_CFmon
466,CFmon,tnhusc,2512.2073937561363,5843.0,tnhusc_CFmon
467,CFmon,tnhusd,404.5804269006476,190.0,tnhusd_CFmon
468,CFmon,tnhusmp,3461.172251276672,5078.0,tnhusmp_CFmon
469,CFmon,tnhusscpbl,2973.0729028349742,5353.0,tnhusscpbl_CFmon
470,CFmon,tnt,4310.360019912943,3085.0,tnt_CFmon
471,CFmon,tnta,3521.6709956321865,2880.0,tnta_CFmon
472,CFmon,tntc,2473.656341410242,6031.0,tntc_CFmon
473,CFmon,tntmp,4346.368188785389,5505.0,tntmp_CFmon
474,CFmon,tntr,4883.193014140241,5832.0,tntr_CFmon
475,CFmon,tntscpbl,3364.256059238687,5720.0,tntscpbl_CFmon
476,CFsubhr,ccb,16.526987911202013,41.0,ccb_CFsubhr
477,CFsubhr,cct,16.653444276191294,39.0,cct_CFsubhr
478,CFsubhr,ci,7.217393750324845,43.0,ci_CFsubhr
479,CFsubhr,cl,78.0083922976628,27.0,cl_CFsubhr
480,CFsubhr,cli,148.38597871363163,61.0,cli_CFsubhr
481,CFsubhr,clivi,21.58813733048737,42.0,clivi_CFsubhr
482,CFsubhr,clt,16.960628709755838,37.0,clt_CFsubhr
483,CFsubhr,clw,56.82069222442806,25.0,clw_CFsubhr
484,CFsubhr,clwvi,19.581728463992476,37.0,clwvi_CFsubhr
485,CFsubhr,edt,60.94494394492358,12.0,edt_CFsubhr
486,CFsubhr,evspsbl,24.431114796549082,120.0,evspsbl_CFsubhr
487,CFsubhr,evu,64.7356792986393,12.0,evu_CFsubhr
488,CFsubhr,fco2antt,1.6081341719254851,1.0,fco2antt_CFsubhr
489,CFsubhr,fco2fos,1.5595569284632802,1.0,fco2fos_CFsubhr
490,CFsubhr,fco2nat,1.8045596610754728,1.0,fco2nat_CFsubhr
491,CFsubhr,hfls,21.3492739982903,42.0,hfls_CFsubhr
492,CFsubhr,hfss,19.237624375149608,37.0,hfss_CFsubhr
493,CFsubhr,hur,173.19992951210588,41.0,hur_CFsubhr
494,CFsubhr,hurs,10.42895973380655,86.0,hurs_CFsubhr
495,CFsubhr,hus,144.1832247460261,39.0,hus_CFsubhr
496,CFsubhr,huss,10.835760853253305,86.0,huss_CFsubhr
497,CFsubhr,latitude,0.0,0.0,latitude_CFsubhr
498,CFsubhr,longitude,0.0,0.0,longitude_CFsubhr
499,CFsubhr,mc,128.49602321255952,55.0,mc_CFsubhr
500,CFsubhr,pfull,130.33604032173753,19.0,pfull_CFsubhr
501,CFsubhr,phalf,52.32943818811327,12.0,phalf_CFsubhr
502,CFsubhr,pr,21.41358023416251,117.0,pr_CFsubhr
503,CFsubhr,prc,16.54917347151786,41.0,prc_CFsubhr
504,CFsubhr,prsn,15.244321771897376,47.0,prsn_CFsubhr
505,CFsubhr,prw,19.490669356659055,108.0,prw_CFsubhr
506,CFsubhr,ps,19.94362120795995,121.0,ps_CFsubhr
507,CFsubhr,psl,17.399220370687544,45.0,psl_CFsubhr
508,CFsubhr,rld,168.12964295968413,41.0,rld_CFsubhr
509,CFsubhr,rldcs,187.8263732995838,43.0,rldcs_CFsubhr
510,CFsubhr,rlds,19.327410587109625,42.0,rlds_CFsubhr
511,CFsubhr,rldscs,17.419232067652047,39.0,rldscs_CFsubhr
512,CFsubhr,rlu,130.2908750474453,35.0,rlu_CFsubhr
513,CFsubhr,rlucs,128.45546405762434,35.0,rlucs_CFsubhr
514,CFsubhr,rlus,18.59158578235656,38.0,rlus_CFsubhr
515,CFsubhr,rlut,18.232915145345032,41.0,rlut_CFsubhr
516,CFsubhr,rlutcs,18.55341467447579,43.0,rlutcs_CFsubhr
517,CFsubhr,rsd,94.60534428339452,35.0,rsd_CFsubhr
518,CFsubhr,rsdcs,94.20781082008034,34.0,rsdcs_CFsubhr
519,CFsubhr,rsds,16.767217364162207,41.0,rsds_CFsubhr
520,CFsubhr,rsdscs,15.598387770354748,39.0,rsdscs_CFsubhr
521,CFsubhr,rsdt,16.474525159224868,41.0,rsdt_CFsubhr
522,CFsubhr,rsu,119.04105236381292,39.0,rsu_CFsubhr
523,CFsubhr,rsucs,120.0047477055341,39.0,rsucs_CFsubhr
524,CFsubhr,rsus,17.59798123408109,42.0,rsus_CFsubhr
525,CFsubhr,rsuscs,15.303156971931458,37.0,rsuscs_CFsubhr
526,CFsubhr,rsut,16.659576596692204,41.0,rsut_CFsubhr
527,CFsubhr,rsutcs,30.972348421812057,102.0,rsutcs_CFsubhr
528,CFsubhr,rtmt,10.549960842356086,30.0,rtmt_CFsubhr
529,CFsubhr,sbl,4.491310360841453,11.0,sbl_CFsubhr
530,CFsubhr,sci,4.281928291544318,36.0,sci_CFsubhr
531,CFsubhr,sfcwind,18.644005502574146,39.0,sfcwind_CFsubhr
532,CFsubhr,ta,231.95803591702133,71.0,ta_CFsubhr
533,CFsubhr,tas,8.64742598310113,47.0,tas_CFsubhr
534,CFsubhr,tauu,21.447994004003704,38.0,tauu_CFsubhr
535,CFsubhr,tauv,20.681291203014553,41.0,tauv_CFsubhr
536,CFsubhr,tnhus,190.52254924271256,38.0,tnhus_CFsubhr
537,CFsubhr,tnhusa,193.42423478048295,41.0,tnhusa_CFsubhr
538,CFsubhr,tnhusc,104.5842532645911,41.0,tnhusc_CFsubhr
539,CFsubhr,tnhusd,120.72910939902067,12.0,tnhusd_CFsubhr
540,CFsubhr,tnhusmp,182.07292488124222,43.0,tnhusmp_CFsubhr
541,CFsubhr,tnhusscpbl,137.83546031545848,41.0,tnhusscpbl_CFsubhr
542,CFsubhr,tnt,192.8963289791718,41.0,tnt_CFsubhr
543,CFsubhr,tnta,191.66208358108997,41.0,tnta_CFsubhr
544,CFsubhr,tntc,102.3716167844832,39.0,tntc_CFsubhr
545,CFsubhr,tntmp,254.39304218720645,47.0,tntmp_CFsubhr
546,CFsubhr,tntr,208.11333612259477,43.0,tntr_CFsubhr
547,CFsubhr,tntscpbl,195.48049931414425,41.0,tntscpbl_CFsubhr
548,CFsubhr,ts,18.093816436827183,43.0,ts_CFsubhr
549,CFsubhr,ua,286.22132147382945,83.0,ua_CFsubhr
550,CFsubhr,uas,21.19310873374343,41.0,uas_CFsubhr
551,CFsubhr,va,271.51656903047115,83.0,va_CFsubhr
552,CFsubhr,vas,21.296904583461583,41.0,vas_CFsubhr
553,CFsubhr,wap,212.89748410508037,43.0,wap_CFsubhr
554,CFsubhr,zg,238.75893386639655,72.0,zg_CFsubhr
555,E1hr,pr,1743.1495709288865,642.0,pr_E1hr
556,E1hr,prc,578.1369507284835,301.0,prc_E1hr
557,E1hr,psl,11.733080053701997,10.0,psl_E1hr
558,E1hr,rlut,14.83435049187392,10.0,rlut_E1hr
559,E1hr,ta,0.0,0.0,ta_E1hr
560,E1hr,ta27,0.0,0.0,ta27_E1hr
561,E1hr,tntr27,0.0,0.0,tntr27_E1hr
562,E1hr,ua,0.0,0.0,ua_E1hr
563,E1hr,ua27,0.0,0.0,ua27_E1hr
564,E1hr,utendnogw27,0.0,0.0,utendnogw27_E1hr
565,E1hr,va,0.0,0.0,va_E1hr
566,E1hr,va27,0.0,0.0,va27_E1hr
567,E1hr,vtendnogw27,0.0,0.0,vtendnogw27_E1hr
568,E1hr,wap,0.0,0.0,wap_E1hr
569,E1hr,wap27,0.0,0.0,wap27_E1hr
570,E1hr,zg27,0.0,0.0,zg27_E1hr
571,E1hrClimMon,rlut,1.3864357257261872,2.0,rlut_E1hrClimMon
572,E1hrClimMon,rlutcs,1.2614945257082582,2.0,rlutcs_E1hrClimMon
573,E1hrClimMon,rsdt,0.89514737483114,2.0,rsdt_E1hrClimMon
574,E1hrClimMon,rsut,0.9880991270765662,2.0,rsut_E1hrClimMon
575,E1hrClimMon,rsutcs,0.9427751181647182,2.0,rsutcs_E1hrClimMon
576,E3hr,clivi,2416.6038738666102,3244.0,clivi_E3hr
577,E3hr,clwvi,2230.131083508022,3244.0,clwvi_E3hr
578,E3hr,gpp,301.54731176700443,303.0,gpp_E3hr
579,E3hr,prcsh,43.00593578629196,231.0,prcsh_E3hr
580,E3hr,prra,3503.944385412149,3279.0,prra_E3hr
581,E3hr,prrc,1024.3142974078655,656.0,prrc_E3hr
582,E3hr,prsnc,340.39051310904324,6.0,prsnc_E3hr
583,E3hr,prw,3050.298153639771,3677.0,prw_E3hr
584,E3hr,psl,7005.671843413264,5050.0,psl_E3hr
585,E3hr,ra,384.74658634513617,250.0,ra_E3hr
586,E3hr,rh,384.0679906234145,246.0,rh_E3hr
587,E3hr,rlut,4920.0297257239,4528.0,rlut_E3hr
588,E3hr,rlutcs,4484.005502554588,4540.0,rlutcs_E3hr
589,E3hr,rsdt,2876.9019786417484,4545.0,rsdt_E3hr
590,E3hr,rsut,3511.7517021466047,4535.0,rsut_E3hr
591,E3hr,rsutcs,2826.0875739082694,4753.0,rsutcs_E3hr
592,E3hr,sfcwind,7053.706618050113,3041.0,sfcwind_E3hr
593,E3hr,uas,7936.611683376133,3607.0,uas_E3hr
594,E3hr,vas,7646.1409228546545,3270.0,vas_E3hr
595,E3hrPt,aerasymbnd,159.47335579618812,26.0,aerasymbnd_E3hrPt
596,E3hrPt,aeroptbnd,266.1635453440249,26.0,aeroptbnd_E3hrPt
597,E3hrPt,aerssabnd,159.50776962097734,26.0,aerssabnd_E3hrPt
598,E3hrPt,albdiffbnd,5.772480458021164,26.0,albdiffbnd_E3hrPt
599,E3hrPt,albdirbnd,11.42970669735223,26.0,albdirbnd_E3hrPt
600,E3hrPt,cfaddbze94,10.662769230082631,6.0,cfaddbze94_E3hrPt
601,E3hrPt,cfadlidarsr532,33.86214317847043,10.0,cfadlidarsr532_E3hrPt
602,E3hrPt,ch4,0.0,0.0,ch4_E3hrPt
603,E3hrPt,clcalipso,5.201351789757609,4.0,clcalipso_E3hrPt
604,E3hrPt,clcalipso2,0.3492973931133747,2.0,clcalipso2_E3hrPt
605,E3hrPt,clhcalipso,0.23361155204474926,4.0,clhcalipso_E3hrPt
606,E3hrPt,clisccp,2.0179833443835378,2.0,clisccp_E3hrPt
607,E3hrPt,cllcalipso,0.4427797980606556,4.0,cllcalipso_E3hrPt
608,E3hrPt,clmcalipso,0.27113509736955166,4.0,clmcalipso_E3hrPt
609,E3hrPt,clmisr,4.786279011517763,4.0,clmisr_E3hrPt
610,E3hrPt,cltcalipso,0.330246708355844,4.0,cltcalipso_E3hrPt
611,E3hrPt,co2,0.0,0.0,co2_E3hrPt
612,E3hrPt,hus,5725.285516729578,912.0,hus_E3hrPt
613,E3hrPt,hus7h,0.0,0.0,hus7h_E3hrPt
614,E3hrPt,jpdftaureicemodis,1.4671140816062689,4.0,jpdftaureicemodis_E3hrPt
615,E3hrPt,jpdftaureliqmodis,1.982806257903576,4.0,jpdftaureliqmodis_E3hrPt
616,E3hrPt,n2o,0.0,0.0,n2o_E3hrPt
617,E3hrPt,o3,94.83788847737014,14.0,o3_E3hrPt
618,E3hrPt,parasolrefl,3.193729161284864,4.0,parasolrefl_E3hrPt
619,E3hrPt,ps,1561.0373603431508,2467.0,ps_E3hrPt
620,E3hrPt,rsdcs,0.0,0.0,rsdcs_E3hrPt
621,E3hrPt,rsdcsaf,0.0,0.0,rsdcsaf_E3hrPt
622,E3hrPt,rsdcsafbnd,0.0,0.0,rsdcsafbnd_E3hrPt
623,E3hrPt,rsdcsbnd,0.0,0.0,rsdcsbnd_E3hrPt
624,E3hrPt,rsdscsaf,0.0,0.0,rsdscsaf_E3hrPt
625,E3hrPt,rsdscsafbnd,0.0,0.0,rsdscsafbnd_E3hrPt
626,E3hrPt,rsdscsbnd,0.0,0.0,rsdscsbnd_E3hrPt
627,E3hrPt,rsucs,1242.4097695378587,227.0,rsucs_E3hrPt
628,E3hrPt,rsucsaf,0.0,0.0,rsucsaf_E3hrPt
629,E3hrPt,rsucsafbnd,0.0,0.0,rsucsafbnd_E3hrPt
630,E3hrPt,rsucsbnd,0.0,0.0,rsucsbnd_E3hrPt
631,E3hrPt,rsuscsaf,0.0,0.0,rsuscsaf_E3hrPt
632,E3hrPt,rsuscsafbnd,0.0,0.0,rsuscsafbnd_E3hrPt
633,E3hrPt,rsuscsbnd,0.0,0.0,rsuscsbnd_E3hrPt
634,E3hrPt,rsutcsaf,0.3907728670164943,4.0,rsutcsaf_E3hrPt
635,E3hrPt,rsutcsafbnd,0.0,0.0,rsutcsafbnd_E3hrPt
636,E3hrPt,rsutcsbnd,0.0,0.0,rsutcsbnd_E3hrPt
637,E3hrPt,solbnd,2.8081849105656147,26.0,solbnd_E3hrPt
638,E3hrPt,sza,0.0,0.0,sza_E3hrPt
639,E3hrPt,ta7h,0.0,0.0,ta7h_E3hrPt
640,E3hrPt,ua7h,0.0,0.0,ua7h_E3hrPt
641,E3hrPt,va7h,0.0,0.0,va7h_E3hrPt
642,E3hrPt,wap7h,0.0,0.0,wap7h_E3hrPt
643,E6hrZ,zmlwaero,35.74626798555255,116.0,zmlwaero_E6hrZ
644,E6hrZ,zmswaero,33.82109112478793,116.0,zmswaero_E6hrZ
645,Eday,agesno,7.461344558745623,7.0,agesno_Eday
646,Eday,albc,13.34564147517085,7.0,albc_Eday
647,Eday,albsn,41.76559614855796,307.0,albsn_Eday
648,Eday,aod550volso4,3.5581356789916754,2.0,aod550volso4_Eday
649,Eday,ares,219.01165845338255,1093.0,ares_Eday
650,Eday,ccldncl,33.1552863586694,28.0,ccldncl_Eday
651,Eday,cldnci,0.0,0.0,cldnci_Eday
652,Eday,cldnvi,102.50823162030429,104.0,cldnvi_Eday
653,Eday,clivic,101.18313057441264,85.0,clivic_Eday
654,Eday,clt,242.80988023336977,838.0,clt_Eday
655,Eday,clwvic,125.39709046855569,101.0,clwvic_Eday
656,Eday,cnc,299.8474965682253,2666.0,cnc_Eday
657,Eday,cw,14.927748803049326,7.0,cw_Eday
658,Eday,dcw,14.983814544975758,7.0,dcw_Eday
659,Eday,dgw,41.74083904083818,13.0,dgw_Eday
660,Eday,dmlt,3.8547413302585483,10.0,dmlt_Eday
661,Eday,drivw,108.2508460469544,25.0,drivw_Eday
662,Eday,dslw,15.441600676625967,6.0,dslw_Eday
663,Eday,dsn,9.164893330074847,6.0,dsn_Eday
664,Eday,dsw,4.398445197381079,7.0,dsw_Eday
665,Eday,dtes,18.249408421106637,7.0,dtes_Eday
666,Eday,dtesn,10.810826933942735,7.0,dtesn_Eday
667,Eday,ec,14.95417995005846,12.0,ec_Eday
668,Eday,eow,3.2316837199032307,7.0,eow_Eday
669,Eday,es,378.0982414968312,3637.0,es_Eday
670,Eday,esn,0.8796854633837938,6.0,esn_Eday
671,Eday,evspsbl,93.48911506868899,404.0,evspsbl_Eday
672,Eday,evspsblpot,17.66053426079452,7.0,evspsblpot_Eday
673,Eday,hfdsl,18.19410756789148,7.0,hfdsl_Eday
674,Eday,hfdsn,55.78242661245167,307.0,hfdsn_Eday
675,Eday,hfdsnb,10.074130716733634,6.0,hfdsnb_Eday
676,Eday,hfls,247.5711930030957,853.0,hfls_Eday
677,Eday,hfmlt,5.147723160684109,6.0,hfmlt_Eday
678,Eday,hfrs,0.0,0.0,hfrs_Eday
679,Eday,hfsbl,8.16938784532249,6.0,hfsbl_Eday
680,Eday,hfss,261.3820850793272,853.0,hfss_Eday
681,Eday,hursmincrop,0.0,0.0,hursmincrop_Eday
682,Eday,hus,18491.22050856892,11701.0,hus_Eday
683,Eday,hus850,994.7597462916747,3214.0,hus850_Eday
684,Eday,jpdftaureicemodis,14.09140497352928,7.0,jpdftaureicemodis_Eday
685,Eday,jpdftaureliqmodis,28.429031155072153,11.0,jpdftaureliqmodis_Eday
686,Eday,lai,781.5174503298476,5869.0,lai_Eday
687,Eday,loadbc,258.44868660904467,309.0,loadbc_Eday
688,Eday,loaddust,186.05617188848555,282.0,loaddust_Eday
689,Eday,loadnh4,0.0,0.0,loadnh4_Eday
690,Eday,loadno3,89.25411525275558,59.0,loadno3_Eday
691,Eday,loadoa,257.99109445512295,308.0,loadoa_Eday
692,Eday,loadpoa,96.99919170606881,100.0,loadpoa_Eday
693,Eday,loadso4,262.0075544025749,310.0,loadso4_Eday
694,Eday,loadsoa,16.11944634281099,51.0,loadsoa_Eday
695,Eday,loadss,266.84878859017044,299.0,loadss_Eday
696,Eday,lwsnl,5.61907110735774,7.0,lwsnl_Eday
697,Eday,mlotst,8193.297092964873,5961.0,mlotst_Eday
698,Eday,mrfsofr,349.4494883576408,2961.0,mrfsofr_Eday
699,Eday,mrlqso,352.7956110564992,2961.0,mrlqso_Eday
700,Eday,mrrob,187.04099450353533,1268.0,mrrob_Eday
701,Eday,mrros,166.38880569394678,1364.0,mrros_Eday
702,Eday,mrsfl,2777.7531251376495,4939.0,mrsfl_Eday
703,Eday,mrsll,4659.126893871464,4984.0,mrsll_Eday
704,Eday,mrsol,6850.370431106538,10195.0,mrsol_Eday
705,Eday,mrsow,33.160830908454955,806.0,mrsow_Eday
706,Eday,mrtws,76.66668728273362,307.0,mrtws_Eday
707,Eday,nudgincsm,0.0,0.0,nudgincsm_Eday
708,Eday,nudgincswe,0.0,0.0,nudgincswe_Eday
709,Eday,parasolrefl,42.63996211439371,29.0,parasolrefl_Eday
710,Eday,pflw,0.0,0.0,pflw_Eday
711,Eday,prcrop,0.0,0.0,prcrop_Eday
712,Eday,prhmax,29.098283554427326,34.0,prhmax_Eday
713,Eday,prra,251.35426656529307,789.0,prra_Eday
714,Eday,prrc,0.0,0.0,prrc_Eday
715,Eday,prrsn,0.7018049564212561,6.0,prrsn_Eday
716,Eday,prsnc,0.0,0.0,prsnc_Eday
717,Eday,prsnsn,1.1419246792793274,6.0,prsnsn_Eday
718,Eday,prveg,9.92187874019146,12.0,prveg_Eday
719,Eday,prw,1067.9007626008242,2870.0,prw_Eday
720,Eday,qgwr,96.46763713099062,318.0,qgwr_Eday
721,Eday,reffcclwtop,33.580067386850715,30.0,reffcclwtop_Eday
722,Eday,reffsclwtop,61.989800894632936,47.0,reffsclwtop_Eday
723,Eday,rivi,102.94310129620135,24.0,rivi_Eday
724,Eday,rivo,1992.4705584850162,706.0,rivo_Eday
725,Eday,rls,463.22119487077,1402.0,rls_Eday
726,Eday,rsdscsdiff,15.613070216961205,51.0,rsdscsdiff_Eday
727,Eday,rsdsdiff,249.75759279727936,156.0,rsdsdiff_Eday
728,Eday,rss,371.62253995705396,1402.0,rss_Eday
729,Eday,rzwc,338.9249937450513,4945.0,rzwc_Eday
730,Eday,sbl,326.0074128564447,3466.0,sbl_Eday
731,Eday,sblnosn,5.111996754072607,6.0,sblnosn_Eday
732,Eday,scldncl,57.12349428143352,43.0,scldncl_Eday
733,Eday,snd,29.65590891521424,1020.0,snd_Eday
734,Eday,snm,75.50843332801014,1261.0,snm_Eday
735,Eday,snmsl,0.0,0.0,snmsl_Eday
736,Eday,snrefr,4.8891120329499245,6.0,snrefr_Eday
737,Eday,snwc,162.65215964987874,2659.0,snwc_Eday
738,Eday,sootsn,0.0,0.0,sootsn_Eday
739,Eday,sw,4.369346786290407,7.0,sw_Eday
740,Eday,t20d,2207.610582271591,5375.0,t20d_Eday
741,Eday,ta,14808.286643660627,12186.0,ta_Eday
742,Eday,ta500,915.6064005140215,3652.0,ta500_Eday
743,Eday,ta850,2269.442702440545,7284.0,ta850_Eday
744,Eday,tasmaxcrop,0.0,0.0,tasmaxcrop_Eday
745,Eday,tasmincrop,0.0,0.0,tasmincrop_Eday
746,Eday,tau,0.0,0.0,tau_Eday
747,Eday,tauu,3885.9606035407633,12161.0,tauu_Eday
748,Eday,tauupbl,157.21368383057415,221.0,tauupbl_Eday
749,Eday,tauv,3917.6214310927317,12499.0,tauv_Eday
750,Eday,tauvpbl,162.8923888048157,229.0,tauvpbl_Eday
751,Eday,tcs,61.171306877397,305.0,tcs_Eday
752,Eday,tdps,1722.492413494736,8257.0,tdps_Eday
753,Eday,tgs,13.417478292249143,11.0,tgs_Eday
754,Eday,tpf,0.0,0.0,tpf_Eday
755,Eday,tr,279.5060762120411,2493.0,tr_Eday
756,Eday,tran,245.59467476513237,2513.0,tran_Eday
757,Eday,ts,1878.0183475045487,6504.0,ts_Eday
758,Eday,tsl,2909.477796128951,5409.0,tsl_Eday
759,Eday,tsland,20.911274773068726,9.0,tsland_Eday
760,Eday,tsn,31.94036370050162,300.0,tsn_Eday
761,Eday,tsns,6.099710061214864,6.0,tsns_Eday
762,Eday,ua,29496.783446625806,13797.0,ua_Eday
763,Eday,va,30564.179233415052,13337.0,va_Eday
764,Eday,wap,13656.549549687654,8499.0,wap_Eday
765,Eday,wtd,87.37725505325943,315.0,wtd_Eday
766,Eday,zg,13393.97810082417,11627.0,zg_Eday
767,Eday,zmla,406.9987489320338,878.0,zmla_Eday
768,EdayZ,epfy,237.27000798936933,2768.0,epfy_EdayZ
769,EdayZ,epfz,222.46235917229205,2698.0,epfz_EdayZ
770,EdayZ,hus,139.52380964253098,4411.0,hus_EdayZ
771,EdayZ,psitem,31.92298543639481,681.0,psitem_EdayZ
772,EdayZ,ta,132.30845199897885,4774.0,ta_EdayZ
773,EdayZ,ua,460.17180693428963,6911.0,ua_EdayZ
774,EdayZ,utendepfd,200.76903476566076,2559.0,utendepfd_EdayZ
775,EdayZ,utendnogw,204.0510804206133,2853.0,utendnogw_EdayZ
776,EdayZ,utendogw,207.33882228285074,2856.0,utendogw_EdayZ
777,EdayZ,utendvtem,31.563957401551306,644.0,utendvtem_EdayZ
778,EdayZ,utendwtem,35.1038613980636,689.0,utendwtem_EdayZ
779,EdayZ,va,171.46520615555346,4838.0,va_EdayZ
780,EdayZ,vtem,185.03230022173375,2615.0,vtem_EdayZ
781,EdayZ,wtem,192.64249154552817,2627.0,wtem_EdayZ
782,EdayZ,zg,168.05107083451003,5467.0,zg_EdayZ
783,Efx,clayfrac,0.011536604724824429,34.0,clayfrac_Efx
784,Efx,fldcapacity,0.006942369043827057,16.0,fldcapacity_Efx
785,Efx,ksat,0.024483774788677692,43.0,ksat_Efx
786,Efx,ps,0.0,0.0,ps_Efx
787,Efx,rld,0.006765739992260933,15.0,rld_Efx
788,Efx,rlu,0.010621686466038227,16.0,rlu_Efx
789,Efx,rootdsl,0.0,0.0,rootdsl_Efx
790,Efx,rsd,0.01398347970098257,13.0,rsd_Efx
791,Efx,rsu,0.004059832543134689,9.0,rsu_Efx
792,Efx,sandfrac,0.011636430397629738,31.0,sandfrac_Efx
793,Efx,sftflf,0.0,0.0,sftflf_Efx
794,Efx,sftgrf,0.16503650695085526,2864.0,sftgrf_Efx
795,Efx,siltfrac,0.005404329858720303,16.0,siltfrac_Efx
796,Efx,slthick,0.008558379486203194,47.0,slthick_Efx
797,Efx,vegheight,0.0012587308883666992,18.0,vegheight_Efx
798,Efx,wilt,0.006645219400525093,15.0,wilt_Efx
799,Emon,c13land,1.9196256697177887,51.0,c13land_Emon
800,Emon,c13litter,1.8329513315111399,51.0,c13litter_Emon
801,Emon,c13soil,2.083498273976147,57.0,c13soil_Emon
802,Emon,c13veg,2.972515942528844,68.0,c13veg_Emon
803,Emon,c14land,1.9679385256022215,53.0,c14land_Emon
804,Emon,c14litter,1.7790931751951575,49.0,c14litter_Emon
805,Emon,c14soil,1.845132926478982,49.0,c14soil_Emon
806,Emon,c14veg,2.726234753616154,68.0,c14veg_Emon
807,Emon,cland,62.84197412803769,9416.0,cland_Emon
808,Emon,clittercwd,2.0974923055619,40.0,clittercwd_Emon
809,Emon,clittergrass,20.7247454803437,4547.0,clittergrass_Emon
810,Emon,clittershrub,11.917185934260488,4376.0,clittershrub_Emon
811,Emon,clittersubsurf,6.902360535226762,166.0,clittersubsurf_Emon
812,Emon,clittersurf,6.85214736033231,167.0,clittersurf_Emon
813,Emon,clittertree,19.152146480977535,4545.0,clittertree_Emon
814,Emon,cmisc,2.279915427789092,345.0,cmisc_Emon
815,Emon,cother,3.8125455593690276,90.0,cother_Emon
816,Emon,csoil,79.67910786997527,9870.0,csoil_Emon
817,Emon,csoilabove1m,14.823126774281263,715.0,csoilabove1m_Emon
818,Emon,csoilgrass,20.834604556672275,4549.0,csoilgrass_Emon
819,Emon,csoillevels,24.96734034176916,29.0,csoillevels_Emon
820,Emon,csoilpools,134.17817876674235,4597.0,csoilpools_Emon
821,Emon,csoilshrub,11.849446445703506,4384.0,csoilshrub_Emon
822,Emon,csoiltree,19.23606102820486,4544.0,csoiltree_Emon
823,Emon,cstem,26.538343067280948,1026.0,cstem_Emon
824,Emon,ctotfirelut,6.673145919106901,429.0,ctotfirelut_Emon
825,Emon,cveggrass,24.232472729869187,4717.0,cveggrass_Emon
826,Emon,cvegshrub,15.150669606402516,4548.0,cvegshrub_Emon
827,Emon,cvegtree,23.338666920550168,4717.0,cvegtree_Emon
828,Emon,cwood,16.059417793527246,1092.0,cwood_Emon
829,Emon,cfaddbze94,66.4481805274263,7.0,cfaddbze94_Emon
830,Emon,cfadlidarsr532,93.95270358584821,15.0,cfadlidarsr532_Emon
831,Emon,clcalipsoice,12.098534245975316,20.0,clcalipsoice_Emon
832,Emon,clcalipsoliq,90.05844023823738,165.0,clcalipsoliq_Emon
833,Emon,cldicemxrat27,0.0,0.0,cldicemxrat27_Emon
834,Emon,cldnci,49.10590259172022,673.0,cldnci_Emon
835,Emon,cldncl,62.7315142005682,946.0,cldncl_Emon
836,Emon,cldnvi,121.60827011149377,1648.0,cldnvi_Emon
837,Emon,cldwatmxrat27,0.0,0.0,cldwatmxrat27_Emon
838,Emon,climodis,9.139298657886684,2467.0,climodis_Emon
839,Emon,clmisr,256.64665762428194,820.0,clmisr_Emon
840,Emon,cltmodis,9.169661137275398,2468.0,cltmodis_Emon
841,Emon,clwmodis,11.558512933552265,2514.0,clwmodis_Emon
842,Emon,clwvic,3.837737288326025,146.0,clwvic_Emon
843,Emon,co23d,513.2144144345075,1392.0,co23d_Emon
844,Emon,co2s,9.156265947967768,292.0,co2s_Emon
845,Emon,columnmassflux,0.0,0.0,columnmassflux_Emon
